Wavenumber,Spectrum(21)_1,Spectrum(21)_2,Spectrum(21)_3
500.0,2.2190120567419087,4.2782498426788775,8.867112324636876
501.28205128205127,2.8530543505511283,4.8944528350243095,8.75400894891355
502.56410256410254,2.2220817460865354,4.711688443185427,9.121833452005697
503.84615384615387,2.9591027858726138,3.724845988930345,9.086401490768768
505.12820512820514,2.147402448629422,4.052144014895878,8.274817026098882
506.4102564102564,2.145512019605567,3.9402642671201167,9.04994592055885
507.6923076923077,2.266106551488486,4.548808158633758,8.898963893634466
508.97435897435895,2.380041750235112,4.219952786060593,8.289673145417492
510.2564102564103,2.0703868050334733,4.2931599186351574,8.634261437768386
511.53846153846155,2.5237677254700683,4.208347273418493,9.092643817348941
512.8205128205128,2.169478609164062,4.0974789668872695,8.524053872014377
514.1025641025641,1.974795070909665,5.000547723401023,9.340864239896211
515.3846153846154,2.26841299840558,4.184344192183533,9.19708694125003
516.6666666666666,2.3615511517608456,4.3369068838787115,9.131099981440636
517.9487179487179,2.349826245547409,4.103742227838032,8.780035482879288
519.2307692307693,2.2871426408039333,4.18529645709269,9.233393253434635
520.5128205128206,2.218665643224089,4.329371931708227,9.534467830292856
521.7948717948718,1.725532778405324,4.372506255698553,9.085760095567682
523.0769230769231,1.8802098575543984,4.309278469961517,8.691787748943892
524.3589743589744,2.219647436184317,4.125737137906843,8.805940250971757
525.6410256410256,2.560887406321369,4.495170653898235,8.849033216995892
526.9230769230769,2.4023255636818788,4.783742934454267,8.262839473214266
528.2051282051282,1.9631277550674873,3.882908559638985,8.445495544881945
529.4871794871794,2.662400142528856,4.116466043070655,8.935398182413083
530.7692307692307,2.277112022982166,4.356364164784702,9.059175255719662
532.0512820512821,2.624513082089971,4.431133623524907,8.895536920680719
533.3333333333334,2.6130551255024534,4.597817064437306,8.966987461359405
534.6153846153846,2.1953866607505934,4.141300726569727,8.408890747900339
535.8974358974359,2.3972489316374346,4.677344686808358,9.34760556440366
537.1794871794872,2.023276464167677,4.684978583877923,8.924849964560773
538.4615384615385,2.3262999996747524,4.526386495154556,8.617918151607606
539.7435897435897,2.214807673286531,4.171131546476832,9.122365280212204
541.025641025641,2.2850220854836176,3.9812383489590184,8.609291617465807
542.3076923076923,2.347551929468431,4.2165392482585435,8.980596061432959
543.5897435897436,2.7307737478186236,4.425365725540426,9.060861971500627
544.8717948717949,2.0593589737697138,4.360238079814174,9.376314774243122
546.1538461538462,1.9034279309511801,4.760371937559046,8.575068345907487
547.4358974358975,2.6920584634724793,4.279767065936064,8.514253975436732
548.7179487179487,2.749103298876271,4.714513527089463,8.892810236770378
550.0,1.905044386929649,4.324029112924883,9.117830115445509
551.2820512820513,2.0938035897996423,4.8827077501451885,9.124984122090344
552.5641025641025,2.4099771575540183,4.5820237021769055,8.68866653074031
553.8461538461538,2.228558686493925,4.611124558896531,9.018740331935435
555.1282051282051,2.3578125449440166,4.7021988300610555,9.292325550055562
556.4102564102565,2.2723121435533975,4.628487280987237,9.1711918777566
557.6923076923077,2.0758116496698262,4.19525306501431,8.859009783782195
558.974358974359,2.318984216578457,4.046388999546444,9.001674889854348
560.2564102564103,2.646105353507633,4.729402325117452,8.985754645275213
561.5384615384615,2.4016739072345956,4.720337360376372,9.558376289331575
562.8205128205128,1.4008808020614891,4.289898472009896,9.143589700969661
564.1025641025641,1.8307291506145016,4.332550674272628,8.869349408802181
565.3846153846154,2.4670156806401344,3.891860241003325,9.43734959105962
566.6666666666666,2.7649132931791374,4.273997843307246,8.908604256400029
567.948717948718,1.774958727969009,4.595165740194355,8.304503346356233
569.2307692307693,2.292713440584941,4.622377918016878,9.145365987539556
570.5128205128206,2.149155168243333,4.7626135465118,9.147640434710866
571.7948717948718,2.404753032252847,4.5852584332132515,9.11174883892272
573.0769230769231,2.2591985972733113,4.390618174739147,8.823573852729028
574.3589743589744,2.3860269767282807,4.595385775683862,9.228029630055923
575.6410256410256,2.3372479895932243,4.354415960783776,8.946243368101397
576.9230769230769,2.4627497945703283,4.122833834461715,8.705050663819463
578.2051282051282,2.1936332902800966,4.689903299357933,9.17778441904631
579.4871794871794,2.0806355475561777,4.132512336050502,9.017349446549643
580.7692307692307,2.5904244592310697,4.883157648863105,9.376738321135544
582.0512820512821,2.291117141757976,4.963820585889541,9.946776306804992
583.3333333333334,2.399735286927383,5.0852658085696785,9.685861946896232
584.6153846153846,2.203267478244239,5.397466272159317,9.556123232117931
585.8974358974359,2.315033500515923,4.965889317808006,9.37063206589368
587.1794871794872,2.180349438415868,4.358926667215367,9.576034637219117
588.4615384615385,2.726131323820704,4.900880886066903,9.645830894459168
589.7435897435897,2.0136284113899396,4.757431547796721,10.170096191118235
591.025641025641,2.1268789099541925,4.97855851324958,10.643008472835533
592.3076923076924,2.553324521947537,5.057036040275842,10.533721146675084
593.5897435897436,2.3386416521404927,5.2409767109555245,11.125313141157596
594.8717948717949,2.721735103321931,5.506869373433499,10.44554595502941
596.1538461538462,2.4196751308722484,5.8505372516052105,11.390220505305347
597.4358974358975,3.132083824072458,6.017581361715125,11.05217659194601
598.7179487179487,3.174555347244444,5.436865323935102,11.180047501943902
600.0,2.74633759732848,5.506650716516283,11.469069099599226
601.2820512820513,2.9183880671447784,5.929998054066435,11.947351560369817
602.5641025641025,2.7574216517738632,5.512091097934804,11.385097879772728
603.8461538461538,3.3781352074268187,5.5753506878283625,11.55203375708229
605.1282051282051,3.0195324141930002,5.540563209207744,11.65864286619859
606.4102564102565,2.2703896115870963,5.8073827864920196,11.705484344907951
607.6923076923077,2.9125253590271654,5.649369659170017,11.660313885402394
608.974358974359,2.7676356319724302,5.67940324554439,11.189227159237298
610.2564102564103,2.785084254441882,5.142476663399424,11.72421785249262
611.5384615384615,2.8772104103337615,5.362272555661739,10.727016736008176
612.8205128205128,2.689540282342717,5.029814206224425,10.794880896469747
614.1025641025641,3.0656035532544585,5.338673818645891,10.509079534440957
615.3846153846154,2.6699196070819515,5.003333256383064,10.819020840746413
616.6666666666666,2.6717163051332884,5.168573173116789,10.643401675982778
617.948717948718,2.2349719476851497,5.199002173173018,10.023160640728483
619.2307692307693,2.8383766159303043,5.171481080466869,10.400892014471006
620.5128205128206,3.089493175957599,5.452961637680841,10.531337177152448
621.7948717948718,2.473168841278879,4.82585954291592,10.051620728543089
623.0769230769231,2.380512544053433,4.298525516302428,10.122829103364309
624.3589743589744,2.0512120850614592,5.150429907172753,9.762476480268147
625.6410256410256,2.362979640717298,5.118127162999476,9.846157615603818
626.9230769230769,2.745122562781797,4.86574547329635,9.572101907632014
628.2051282051282,2.626911719182374,4.582136141375118,10.207583370585375
629.4871794871794,2.8245555452792055,5.115360982758077,10.218224592592701
630.7692307692307,2.277373311002686,5.235542502134765,9.743585160344708
632.0512820512821,2.4651909857510463,4.632304525831778,10.321178073186688
633.3333333333334,1.9783577137268908,5.15764264241208,9.474198562304085
634.6153846153846,2.3889150894237936,5.134559020749144,10.274010978933774
635.8974358974359,2.3207055176526628,5.285395429649516,10.12405533805848
637.1794871794872,2.2844949497760867,5.176453043976374,10.339581880547195
638.4615384615385,2.704446399451129,4.919728328789377,10.16923781467051
639.7435897435897,2.2791699859414107,4.723534708547532,10.51592302217069
641.0256410256411,2.5472881807622945,5.279063409114335,10.121293723237295
642.3076923076924,2.8824757755325217,5.044479941939185,10.53594177573677
643.5897435897436,2.4404631206099205,5.612038633288942,10.15729727348129
644.8717948717949,2.4667383558049947,5.688736036954973,10.271950517381535
646.1538461538462,2.8895874328761324,5.2827102867914055,10.879189045045853
647.4358974358975,2.614519877191325,5.207094434776503,10.85970307840371
648.7179487179487,2.6882786725585,5.15679661182529,11.064957061372516
650.0,3.2502133315870907,5.596668608484054,11.188653947321944
651.2820512820513,3.149920934190312,5.789373775402186,10.850879708136953
652.5641025641025,2.795005470937333,5.817125490857327,10.729351853023983
653.8461538461538,2.9210116236999273,5.966810383939311,11.344458889565509
655.1282051282051,2.4150995503657757,5.596248834834606,10.836406672042193
656.4102564102565,2.817774468555844,5.643438740037994,11.562889676060767
657.6923076923077,3.1806265350933356,5.8719766513257685,11.742670511648258
658.974358974359,3.1280279148274035,6.201777778731985,11.308028669321846
660.2564102564103,2.8897681833061784,5.862019432078247,11.56383072672959
661.5384615384615,2.266595153124888,5.342147308140117,11.684256175390427
662.8205128205128,2.3498287829965725,5.576623229563196,11.802966636326445
664.1025641025641,2.7393408452368244,5.726548306549034,11.920614410123841
665.3846153846154,2.818068295084963,5.63449779381199,11.30954950052456
666.6666666666667,2.812183822693651,5.782245917140824,12.033152383426536
667.948717948718,2.8581865853343946,5.822061129884517,11.49333313752699
669.2307692307693,2.971723392960402,5.997524506504628,11.388353443321495
670.5128205128206,2.523439213560377,5.3456756026872085,11.460250145779186
671.7948717948718,3.1613737542737033,5.725060501881811,11.168703411742076
673.0769230769231,3.270134958519332,5.812027118989696,10.540386481855835
674.3589743589744,2.717490322208171,6.029599304001616,11.47512219502811
675.6410256410256,2.75857076642421,5.936348564872533,10.763962531512156
676.9230769230769,2.620984353821447,5.442092323546399,11.01652482560307
678.2051282051282,2.4301263320461293,4.962590333098459,10.662518352840072
679.4871794871794,2.72697593995331,5.331848335793762,10.249785323415313
680.7692307692307,2.783695792563981,5.044497107263014,10.672807022294842
682.0512820512821,2.431876363054745,5.696854230450177,10.455728175320774
683.3333333333334,2.9476229139838743,5.112532884409019,10.19829492015024
684.6153846153846,2.7672232942636428,5.415017432813345,10.50540773483055
685.8974358974359,2.91063617938049,5.560978088385129,10.4849128347707
687.1794871794872,3.4760985768627615,5.216930653343147,10.573229964822989
688.4615384615385,2.6669641886301267,5.504456643533898,10.387298250284974
689.7435897435897,2.927067245270503,5.469663186592482,10.463151245592911
691.0256410256411,2.8218006446639077,5.307210305838255,10.491508050263612
692.3076923076924,2.6811814596232715,4.9618359080183305,10.330633103157014
693.5897435897436,2.9694116761416285,5.137354060280826,10.096106337502198
694.8717948717949,3.2383908667406645,5.263628182042814,10.442083528641394
696.1538461538462,2.8621764957280416,5.648375617226498,10.278356463595268
697.4358974358975,2.911902840177026,5.1551525390926,10.624758418499447
698.7179487179487,2.1343430223519944,5.28973558721028,10.024046760229897
700.0,2.43711602552413,4.774107528393755,9.972762130532793
701.2820512820513,2.7295502867319805,4.831540662765956,10.237924223347155
702.5641025641025,2.5834730972712614,5.62926910300165,9.734466473436289
703.8461538461538,2.6678024927851416,4.534049410494704,10.097831931537975
705.1282051282051,2.51495673395988,5.448810151259503,10.26578919873456
706.4102564102565,2.326375342711581,4.979587610332051,10.135662165015619
707.6923076923077,2.3206447469133,5.232078719068242,10.253357629141888
708.974358974359,2.2842491679908177,5.15773622419842,10.091904141181535
710.2564102564103,2.3085659851864873,5.198829971332398,10.044586941043635
711.5384615384615,2.74674620444913,5.029513404750531,10.237105517522961
712.8205128205128,2.694388671091912,4.898842902826788,9.731163581248932
714.1025641025641,2.6133929396628828,4.8320584569935106,10.541632367422425
715.3846153846155,2.9871327360016755,5.293591942322481,9.982839518988964
716.6666666666667,2.361955784314705,5.592473332210255,9.937314230802798
717.948717948718,2.4972767935323645,5.738297568857944,10.183157418836077
719.2307692307693,2.825670595453161,4.967796748761513,9.824687463873326
720.5128205128206,2.847590266329989,4.741561554440644,9.989267948392937
721.7948717948718,2.6222088581050995,5.010363052737524,10.757324186013538
723.0769230769231,2.8803398498683324,4.812624586058266,10.068157293671304
724.3589743589744,2.4804280013699636,5.107592088681805,10.988328537664756
725.6410256410256,2.656144352379409,4.660881111343912,10.121462024647828
726.9230769230769,2.9552845155976675,5.287813340227648,10.525488377972192
728.2051282051282,2.982676459639708,5.3090812289565354,10.626748817394137
729.4871794871794,2.3424964569264852,5.148078678779354,10.593425918638722
730.7692307692308,2.3975072753360056,5.259111810598479,10.922393735048194
732.0512820512821,2.8861950047288527,4.933986774954769,10.154479576663018
733.3333333333334,2.7501108646196952,5.288047535918078,10.937978200502414
734.6153846153846,2.6778051774137075,5.855730508312693,10.99067863063483
735.8974358974359,2.4822079841011195,4.80358403242593,10.784540031155574
737.1794871794872,2.380507278087624,4.982935298671623,11.546062280033404
738.4615384615385,3.0842854029185403,5.2973681555294885,10.926914121638536
739.7435897435897,2.351473662820432,5.200326456892351,10.698791040385471
741.0256410256411,3.2953713819741584,5.037718269359492,11.214468731571516
742.3076923076924,2.8889872998819435,5.824448660200339,10.46763305592811
743.5897435897436,2.9838741322064313,5.912830808364544,10.961618010559107
744.8717948717949,2.6403885680626185,5.640730778142606,11.013146584766234
746.1538461538462,2.697002064276367,5.562712804886492,11.77821447990917
747.4358974358975,3.2686338583747823,5.757653424784906,11.075663179149242
748.7179487179487,3.2955224383750914,5.775188042960958,11.207627266893057
750.0,2.7572209434006636,5.772197493969865,11.075729605646066
751.2820512820513,2.9283091919737427,5.424336416361299,11.214458447521363
752.5641025641025,2.8533981336216803,6.096501866280136,11.287637883038554
753.8461538461538,2.2028371222324017,6.384927020114578,11.003383684468133
